GeographyCode,KS103EW0002
E01003519,544
E01003520,704
E01003521,891
E01003522,533
E01003523,616
E01003524,719
E01003525,646
E01003526,588
E01003527,481
E01003528,394
E01003529,785
E01003530,614
E01003531,654
E01003532,608
E01003533,569
E01003534,700
E01003535,542
E01003536,532
E01003537,604
E01003538,596
E01003539,610
E01003540,577
E01003541,520
E01003542,509
E01003543,897
E01003544,708
E01003545,655
E01003546,655
E01003547,715
E01003548,1017
E01003549,928
E01003550,595
E01003551,753
E01003552,546
E01003553,856
E01003554,863
E01003555,633
E01003556,866
E01003557,830
E01003558,559
E01003559,1239
E01003560,585
E01003561,644
E01003562,743
E01003563,661
E01003564,767
E01003565,578
E01003566,568
E01003567,577
E01003568,731
E01003569,672
E01003570,688
E01003571,710
E01003572,559
E01003573,616
E01003574,921
E01003575,482
E01003576,586
E01003577,556
E01003578,633
E01003579,531
E01003580,491
E01003581,577
E01003582,470
E01003583,573
E01003584,683
E01003585,441
E01003586,596
E01003587,844
E01003588,553
E01003589,564
E01003590,477
E01003591,711
E01003592,591
E01003593,567
E01003594,607
E01003595,568
E01003596,599
E01003597,538
E01003598,663
E01003599,557
E01003600,597
E01003601,720
E01003602,664
E01003603,561
E01003604,713
E01003605,697
E01003606,696
E01003607,574
E01003608,642
E01003609,1071
E01003611,576
E01003615,734
E01003616,747
E01003617,1344
E01003618,1018
E01003619,1196
E01003621,434
E01003622,462
E01003623,481
E01003624,452
E01003625,496
E01003626,475
E01003627,462
E01003628,438
E01003629,434
E01003630,737
E01003631,661
E01003632,817
E01003633,671
E01003634,678
E01003635,770
E01003636,767
E01003637,759
E01003638,454
E01003639,475
E01003640,414
E01003641,426
E01003642,438
E01003643,398
E01003644,367
E01003645,635
E01003646,456
E01003647,455
E01003648,312
E01003649,376
E01003650,334
E01003651,353
E01003652,376
E01003653,362
E01003654,436
E01003655,465
E01003656,493
E01003657,583
E01003658,463
E01003659,477
E01003660,485
E01003661,531
E01003662,578
E01003663,396
E01003664,428
E01003665,390
E01003666,651
E01003668,559
E01003669,424
E01003670,382
E01003671,351
E01003672,488
E01003673,558
E01003674,845
E01003675,357
E01003676,383
E01003677,326
E01003678,371
E01003679,399
E01003680,338
E01003681,448
E01003682,383
E01003683,566
E01003684,402
E01003685,505
E01003686,477
E01003688,489
E01003689,416
E01003690,453
E01003691,372
E01003692,414
E01003693,412
E01003694,358
E01003695,416
E01003696,549
E01003697,398
E01003698,354
E01003699,396
E01003700,599
E01003701,443
E01003702,458
E01003703,610
E01003704,492
E01003705,563
E01003706,349
E01003707,314
E01003708,396
E01003709,348
E01003710,364
E01003711,426
E01003712,402
E01003713,491
E01003714,538
E01003715,618
E01003716,458
E01003718,433
E01003719,537
E01003720,498
E01003721,419
E01003722,520
E01003723,492
E01003724,347
E01003725,439
E01003726,475
E01003727,465
E01003728,731
E01003729,489
E01003730,427
E01003731,440
E01003732,427
E01003733,557
E01003734,481
E01003735,583
E01003736,416
E01003737,363
E01003738,539
E01003739,548
E01003740,456
E01003741,425
E01003742,507
E01003743,486
E01003744,329
E01003745,264
E01003746,339
E01003747,220
E01003748,365
E01003749,482
E01003750,524
E01003751,440
E01003752,713
E01003753,484
E01003754,395
E01003755,412
E01003756,530
E01003757,540
E01003758,644
E01003759,330
E01003760,512
E01003761,436
E01003762,465
E01003763,401
E01003764,679
E01003765,542
E01003766,485
E01003767,573
E01003768,552
E01003769,487
E01003770,696
E01003771,494
E01003772,440
E01003773,404
E01003774,655
E01003775,481
E01003776,652
E01003777,705
E01003778,741
E01003779,514
E01003780,328
E01003781,496
E01003782,453
E01003783,743
E01003784,482
E01003785,483
E01003786,375
E01003787,376
E01003788,496
E01003789,448
E01003790,380
E01003791,377
E01003792,367
E01003793,507
E01003794,362
E01003795,291
E01003796,424
E01003797,236
E01003798,409
E01003799,438
E01003800,438
E01003801,444
E01003802,328
E01003803,541
E01003804,472
E01003805,270
E01003806,289
E01003807,639
E01003808,516
E01003809,366
E01003810,385
E01003811,396
E01003812,585
E01003813,396
E01003814,501
E01003815,540
E01003816,325
E01003817,591
E01003818,424
E01003819,539
E01003820,471
E01003821,528
E01003822,263
E01003823,493
E01003824,369
E01003825,393
E01003826,512
E01003827,509
E01003828,361
E01003829,500
E01003830,443
E01003831,447
E01003832,489
E01003833,448
E01003834,750
E01003835,307
E01003836,403
E01003837,420
E01003838,540
E01003839,656
E01003840,448
E01003841,635
E01003842,478
E01003843,530
E01003844,390
E01003845,403
E01003846,358
E01003847,558
E01003848,629
E01003849,415
E01003851,391
E01003852,460
E01003853,394
E01003854,426
E01003855,685
E01003856,601
E01003857,487
E01003858,433
E01003859,419
E01003860,595
E01003861,735
E01003862,427
E01003863,403
E01003864,468
E01003865,362
E01003866,375
E01003867,450
E01003868,456
E01003869,576
E01003870,538
E01003871,400
E01003872,498
E01003873,568
E01003874,608
E01003875,405
E01003876,640
E01003877,442
E01003878,425
E01003879,617
E01003880,342
E01003881,1012
E01003882,571
E01003883,645
E01003884,465
E01003885,421
E01003886,455
E01003887,523
E01003888,654
E01003889,487
E01003890,443
E01003891,496
E01003892,483
E01003893,561
E01003894,533
E01003895,493
E01003896,694
E01003897,727
E01003898,519
E01003899,445
E01003900,477
E01003901,384
E01003902,309
E01003903,428
E01003904,464
E01003905,395
E01003906,486
E01003907,484
E01003908,468
E01003909,444
E01003910,387
E01003911,774
E01003912,521
E01003913,849
E01003914,870
E01003915,902
E01003916,1093
E01003917,791
E01003918,626
E01003919,883
E01003920,638
E01003921,675
E01003922,806
E01003923,883
E01003924,708
E01003925,509
E01003926,617
E01003927,1516
E01003929,1189
E01003930,987
E01003932,854
E01003933,1057
E01003934,665
E01003935,836
E01003936,1419
E01003937,997
E01003938,928
E01003939,1045
E01003940,673
E01003941,1055
E01003942,834
E01003943,591
E01003945,515
E01003946,489
E01003947,532
E01003948,628
E01003949,775
E01003950,762
E01003951,512
E01003952,705
E01003953,1029
E01003954,636
E01003955,818
E01003956,685
E01003957,694
E01003958,627
E01003960,979
E01003961,812
E01003963,647
E01003964,794
E01003966,907
E01003967,679
E01003968,468
E01003969,917
E01003970,535
E01003971,578
E01003972,682
E01003973,679
E01003974,436
E01003975,731
E01003976,1035
E01003977,771
E01003978,1010
E01003979,975
E01003980,1080
E01003981,1025
E01003983,706
E01003984,871
E01003986,463
E01003987,684
E01003988,796
E01003989,671
E01003990,797
E01003991,503
E01003992,610
E01003993,648
E01003994,732
E01003995,677
E01003997,613
E01003998,724
E01003999,684
E01004000,789
E01004001,647
E01004002,658
E01004003,715
E01004004,1199
E01004005,837
E01004006,932
E01004007,475
E01004008,805
E01004010,583
E01004011,762
E01004012,991
E01004013,620
E01004014,662
E01004015,609
E01004016,847
E01004017,581
E01004018,723
E01004019,943
E01004020,649
E01004021,1092
E01004022,1244
E01004023,665
E01004024,861
E01004027,1215
E01004028,802
E01004029,1044
E01004030,784
E01004031,980
E01004032,884
E01004033,708
E01004034,658
E01004035,649
E01004036,790
E01004037,862
E01004038,1026
E01004039,737
E01004040,637
E01004041,598
E01004042,737
E01004043,614
E01004044,528
E01004045,591
E01004046,719
E01004047,581
E01004048,652
E01004049,850
E01004050,705
E01004051,626
E01004052,864
E01004053,909
E01004054,783
E01004055,496
E01004056,1052
E01004057,702
E01004058,960
E01004059,999
E01004060,869
E01004061,823
E01004062,798
E01004063,953
E01004064,744
E01004065,721
E01004066,868
E01004067,803
E01004068,733
E01004069,298
E01004070,669
E01004071,639
E01004072,536
E01004073,630
E01004074,503
E01004075,386
E01004076,428
E01004077,402
E01004078,500
E01004079,322
E01004080,319
E01004081,409
E01004082,329
E01004083,465
E01004084,327
E01004085,365
E01004086,438
E01004087,299
E01004088,628
E01004089,426
E01004090,364
E01004091,262
E01004092,363
E01004093,332
E01004094,422
E01004095,380
E01004096,556
E01004097,463
E01004098,364
E01004099,498
E01004100,318
E01004101,313
E01004102,356
E01004103,526
E01004104,297
E01004105,432
E01004106,298
E01004107,415
E01004108,347
E01004109,422
E01004110,555
E01004111,315
E01004112,321
E01004114,296
E01004115,445
E01004116,361
E01004117,332
E01004118,476
E01004119,346
E01004120,357
E01004121,389
E01004122,307
E01004123,677
E01004124,575
E01004125,468
E01004126,447
E01004127,464
E01004128,492
E01004129,525
E01004130,393
E01004131,406
E01004132,321
E01004133,313
E01004134,398
E01004135,349
E01004136,360
E01004137,487
E01004138,489
E01004139,432
E01004140,528
E01004141,483
E01004142,725
E01004143,416
E01004144,409
E01004145,546
E01004146,429
E01004147,363
E01004148,441
E01004149,480
E01004150,591
E01004151,581
E01004152,559
E01004153,587
E01004154,319
E01004155,562
E01004156,571
E01004157,281
E01004158,498
E01004159,432
E01004160,497
E01004161,400
E01004162,517
E01004163,424
E01004164,455
E01004165,521
E01004166,437
E01004167,393
E01004168,360
E01004169,364
E01004170,530
E01004171,343
E01004172,550
E01004173,377
E01004174,475
E01004175,438
E01004176,435
E01004177,554
E01004178,702
E01004179,377
E01004180,392
E01004181,537
E01004182,448
E01004183,552
E01004184,462
E01004185,484
E01004186,596
E01004187,437
E01004188,542
E01004189,554
E01004190,335
E01004191,450
E01004192,590
E01004193,580
E01004194,390
E01004195,438
E01004196,347
E01004197,1177
E01004198,671
E01004199,591
E01004200,1078
E01004201,746
E01004202,922
E01004203,954
E01004204,620
E01004205,736
E01004206,610
E01004207,672
E01004208,1225
E01004209,453
E01004211,919
E01004212,947
E01004214,567
E01004215,1209
E01004216,705
E01004217,648
E01004218,733
E01004219,934
E01004221,872
E01004222,1014
E01004223,877
E01004224,961
E01004225,1368
E01004226,717
E01004228,904
E01004229,633
E01004230,970
E01004231,670
E01004232,962
E01004233,684
E01004234,1095
E01004235,439
E01004236,513
E01004237,482
E01004238,1102
E01004239,531
E01004240,593
E01004241,522
E01004242,932
E01004243,593
E01004244,622
E01004245,439
E01004246,813
E01004247,688
E01004248,382
E01004249,682
E01004250,808
E01004251,733
E01004252,1120
E01004253,842
E01004254,1153
E01004255,624
E01004256,588
E01004257,616
E01004258,628
E01004259,1002
E01004260,737
E01004261,1693
E01004262,1011
E01004263,573
E01004264,499
E01004266,720
E01004267,930
E01004268,680
E01004269,906
E01004270,1273
E01004271,455
E01004272,600
E01004273,616
E01004274,774
E01004275,774
E01004276,1016
E01004277,697
E01004280,721
E01004281,891
E01004283,994
E01004284,879
E01004285,701
E01004286,810
E01004287,735
E01004288,525
E01004289,786
E01004290,682
E01004291,930
E01004292,963
E01004293,1004
E01004294,965
E01004295,432
E01004296,680
E01004297,911
E01004298,666
E01004300,456
E01004301,475
E01004302,627
E01004303,964
E01004304,681
E01004305,734
E01004306,936
E01004307,1509
E01004308,677
E01004309,1441
E01004310,1031
E01004311,692
E01004312,686
E01004313,923
E01004314,540
E01004315,867
E01004316,591
E01004317,1670
E01004318,634
E01004319,695
E01004321,806
E01004322,572
E01004323,677
E01004324,569
E01004325,1541
E01004326,677
E01004327,449
E01004328,756
E01004329,832
E01004330,695
E01004331,717
E01004332,665
E01004333,650
E01004334,494
E01004335,609
E01004336,852
E01004337,695
E01004338,752
E01004339,666
E01004340,748
E01004341,691
E01004342,754
E01004343,505
E01004344,535
E01004345,608
E01004346,437
E01004347,676
E01004348,924
E01004349,412
E01004350,477
E01004351,396
E01004352,530
E01004353,492
E01004354,520
E01004355,506
E01004356,491
E01004357,399
E01004358,524
E01004359,461
E01004360,317
E01004361,364
E01004362,659
E01004363,500
E01004364,580
E01004365,705
E01004366,690
E01004367,490
E01004368,761
E01004369,635
E01004370,653
E01004371,735
E01004372,685
E01004373,630
E01004374,743
E01004375,734
E01004376,871
E01004377,483
E01004378,595
E01004379,425
E01004380,434
E01004381,551
E01004382,413
E01004383,433
E01004384,572
E01004385,453
E01004386,394
E01004387,400
E01004388,494
E01004389,504
E01004390,473
E01004391,756
E01004392,878
E01004393,1246
E01004394,660
E01004395,510
E01004396,554
E01004397,948
E01004398,654
E01004399,539
E01004400,575
E01004401,722
E01004402,583
E01004403,552
E01004404,715
E01004405,587
E01004406,640
E01004407,604
E01004408,586
E01004409,625
E01004410,716
E01004411,689
E01004412,635
E01004413,458
E01004414,444
E01004415,459
E01004416,512
E01004417,435
E01004418,474
E01004419,520
E01004420,721
E01004421,614
E01004422,508
E01004423,596
E01004424,608
E01004425,719
E01004426,547
E01004427,677
E01004428,555
E01004429,712
E01004430,944
E01004432,574
E01004434,707
E01004435,701
E01004436,731
E01004437,823
E01004438,964
E01004439,658
E01004440,960
E01004441,667
E01004442,771
E01004443,624
E01004444,810
E01004445,587
E01004446,665
E01004447,650
E01004448,628
E01004449,560
E01004450,417
E01004451,476
E01004452,474
E01004453,511
E01004454,477
E01004455,461
E01004456,553
E01004457,695
E01004458,663
E01004459,459
E01004460,644
E01004461,784
E01004462,623
E01004463,832
E01004464,513
E01004465,497
E01004466,576
E01004467,671
E01004468,509
E01004469,534
E01004470,565
E01004471,567
E01004472,799
E01004473,909
E01004474,1177
E01004475,766
E01004476,994
E01004477,461
E01004478,386
E01004479,563
E01004480,948
E01004481,987
E01004482,750
E01004483,1154
E01004484,866
E01004485,827
E01004486,880
E01004487,760
E01004488,636
E01004489,611
E01004490,561
E01004491,1204
E01004492,825
E01004493,809
E01004494,802
E01004495,700
E01004496,1130
E01004497,525
E01004498,804
E01004499,822
E01004500,894
E01004501,770
E01004502,597
E01004503,777
E01004504,458
E01004505,774
E01004506,979
E01004507,1028
E01004508,1188
E01004509,1332
E01004510,1091
E01004511,887
E01004512,547
E01004513,877
E01004514,817
E01004515,952
E01004516,684
E01004517,784
E01004518,569
E01004519,593
E01004520,458
E01004521,722
E01004522,595
E01004523,594
E01004524,640
E01004525,859
E01004526,721
E01004527,652
E01004528,620
E01004529,893
E01004530,863
E01004531,650
E01004532,658
E01004533,574
E01004534,959
E01004535,672
E01004536,1194
E01004537,901
E01004538,961
E01004539,829
E01004540,975
E01004541,791
E01004542,591
E01004543,698
E01004544,588
E01004545,1069
E01004546,755
E01004547,595
E01004548,1203
E01004549,743
E01004550,542
E01004551,1063
E01004552,1329
E01004553,813
E01004554,617
E01004555,437
E01004556,465
E01004557,581
E01004558,621
E01004559,395
E01004560,951
E01004562,782
E01004563,982
E01004564,1022
E01004565,999
E01004566,737
E01004567,1055
E01004568,1010
E01004569,1313
E01004570,868
E01004571,764
E01004572,626
E01004573,640
E01004574,722
E01004575,884
E01004576,582
E01004577,970
E01004579,698
E01004580,1107
E01004581,985
E01004582,924
E01004583,787
E01004584,747
E01004585,1062
E01004586,1115
E01004587,855
E01004588,1138
E01004589,869
E01004590,770
E01004591,1014
E01004592,749
E01004593,805
E01004594,527
E01004595,774
E01004596,504
E01004597,611
E01004598,889
E01004599,379
E01004600,946
E01004601,994
E01004602,777
E01004604,400
E01004605,630
E01004606,814
E01004607,618
E01004608,871
E01004609,1174
E01004610,787
E01004611,692
E01004612,682
E01004613,697
E01004614,1054
E01004615,712
E01004616,1179
E01004617,859
E01004618,638
E01004619,411
E01004620,645
E01004621,698
E01004622,1229
E01004623,625
E01004624,725
E01004625,296
E01004626,710
E01004627,536
E01004628,1008
E01004629,518
E01004630,681
E01004631,601
E01004632,541
E01004633,688
E01004634,653
E01004635,675
E01004636,566
E01004637,599
E01004638,342
E01004639,734
E01004640,750
E01004641,694
E01004642,789
E01004643,824
E01004644,690
E01004645,831
E01004646,392
E01004647,421
E01004648,887
E01004649,494
E01004650,654
E01004651,799
E01004652,1056
E01004653,772
E01004654,1165
E01004656,1028
E01004657,685
E01004658,846
E01004659,989
E01004660,754
E01004661,980
E01004662,1022
E01004663,671
E01004665,490
E01004666,423
E01004667,572
E01004668,485
E01004669,644
E01004670,784
E01004674,897
E01004675,1003
E01004676,795
E01004677,960
E01004678,884
E01004679,910
E01004680,543
E01004681,1105
E01004682,870
E01004683,621
E01004684,677
E01004686,638
E01004687,479
E01004688,1389
E01004689,457
E01004690,400
E01004691,567
E01004692,599
E01004693,575
E01004694,923
E01004695,780
E01004696,612
E01004697,782
E01004698,852
E01004699,1296
E01004700,898
E01004701,611
E01004702,952
E01004703,725
E01004705,521
E01004706,787
E01004707,753
E01004708,825
E01004709,703
E01004710,535
E01004711,666
E01004712,879
E01004713,765
E01004714,1063
E01004715,1059
E01004716,516
E01004717,795
E01004718,896
E01004719,734
E01004720,751
E01004721,746
E01004722,892
E01004723,1054
E01004724,659
E01004725,560
E01004726,605
E01004727,866
E01004728,627
E01004729,562
E01004730,484
E01004731,833
E01004732,638
E01004733,883
E01004734,1100
E01004735,1085
E01004736,982
E01004737,452
E01004738,652
E01004739,762
E01004740,623
E01004741,597
E01004742,779
E01004743,587
E01004744,468
E01004745,856
E01004746,580
E01004747,1009
E01004748,607
E01004749,1176
E01004750,751
E01004751,799
E01004752,832
E01004753,947
E01004754,558
E01004755,943
E01004756,893
E01004757,606
E01004760,703
E01004761,915
E01004762,788
E01004763,1488
E01004765,1021
E01004766,464
E01004767,511
E01004768,279
E01004769,355
E01004770,272
E01004771,285
E01004772,524
E01004773,654
E01004774,560
E01004775,285
E01004776,534
E01004777,461
E01004778,239
E01004779,394
E01004780,507
E01004781,507
E01004782,279
E01004783,321
E01004784,215
E01004785,298
E01004786,287
E01004787,540
E01004788,213
E01004789,259
E01004790,326
E01004791,262
E01004792,245
E01004793,472
E01004794,535
E01004795,453
E01004796,438
E01004797,420
E01004798,480
E01004799,249
E01004800,289
E01004801,552
E01004802,579
E01004803,341
E01004804,263
E01004805,316
E01004806,303
E01004807,345
E01004808,338
E01004809,526
E01004810,336
E01004811,435
E01004812,566
E01004813,399
E01004814,398
E01004815,365
E01004816,347
E01004817,516
E01004818,569
E01004819,542
E01004820,452
E01004822,449
E01004823,617
E01004824,367
E01004825,441
E01004826,443
E01004827,451
E01004828,463
E01004829,341
E01004830,460
E01004831,404
E01004832,458
E01004833,342
E01004834,448
E01004835,283
E01004836,256
E01004837,276
E01004838,464
E01004839,570
E01004840,362
E01004841,561
E01004842,310
E01004843,327
E01004844,242
E01004845,415
E01004846,352
E01004847,446
E01004848,677
E01004849,432
E01004850,520
E01004851,394
E01004852,359
E01004853,355
E01004854,326
E01004855,462
E01004856,418
E01004857,489
E01004858,484
E01004859,440
E01004860,443
E01004861,572
E01004862,447
E01004863,528
E01004864,455
E01004865,395
E01004866,494
E01004867,448
E01004868,582
E01004869,598
E01004870,639
E01004871,423
E01004872,498
E01004873,520
E01004874,515
E01004875,365
E01004876,540
E01004877,475
E01004878,384
E01004879,367
E01004880,316
E01004881,413
E01004882,339
E01004883,387
E01004884,242
E01004885,223
E01004886,395
E01004887,393
E01004888,316
E01004889,389
E01004890,430
E01004891,344
E01004892,269
E01004893,275
E01004894,549
E01004895,351
E01004896,230
E01004897,266
E01004899,359
E01004900,431
E01004901,418
E01004902,522
E01004903,318
E01004904,444
E01004905,528
E01004906,555
E01004907,467
E01004908,286
E01004909,397
E01004910,731
E01004911,460
E01004912,296
E01004913,540
E01004914,210
E01004915,283
E01004916,396
E01004917,598
E01004918,278
E01004919,339
E01004920,395
E01004921,402
E01004922,588
E01004923,518
E01004924,302
E01004925,402
E01004926,437
E01004927,778
E01004928,520
E01004929,626
E01004930,386
E01004931,477
E01004932,574
E01004933,334
E01004934,384
E01004935,415
E01004936,564
E01004937,335
E01004938,425
E01004939,411
E01004940,279
E01004941,539
E01004942,486
E01004943,506
E01004944,394
E01004945,327
E01004946,546
E01004947,491
E01004948,637
E01004949,210
E01004950,227
E01004951,269
E01004952,225
E01004953,288
E01004954,358
E01004955,369
E01004956,482
E01004957,615
E01004958,523
E01004959,539
E01004960,546
E01004961,426
E01004962,515
E01004963,343
E01004964,618
E01004965,207
E01004966,525
E01004967,238
E01004968,293
E01004969,468
E01004970,388
E01004971,345
E01004972,511
E01004973,475
E01004974,391
E01004975,570
E01004976,468
E01004977,442
E01004978,471
E01004979,520
E01004980,474
E01004981,375
E01004982,279
E01004983,418
E01004984,207
E01004985,238
E01004986,550
E01004987,349
E01004988,422
E01004989,301
E01004990,439
E01004991,407
E01004992,425
E01004993,390
E01004994,444
E01004995,347
E01004996,557
E01004997,453
E01004998,302
E01004999,351
E01005000,350
E01005001,289
E01005002,385
E01005003,481
E01005004,458
E01005005,295
E01005006,350
E01005007,366
E01005008,670
E01005009,514
E01005010,363
E01005011,351
E01005012,575
E01005013,763
E01005014,408
E01005015,444
E01005016,424
E01005017,365
E01005018,429
E01005019,281
E01005020,293
E01005021,319
E01005022,345
E01005023,240
E01005024,360
E01005025,438
E01005026,395
E01005027,613
E01005028,513
E01005029,424
E01005030,454
E01005031,438
E01005032,386
E01005033,369
E01005034,410
E01005035,459
E01005036,633
E01005037,384
E01005038,286
E01005039,464
E01005040,467
E01005041,329
E01005042,371
E01005043,258
E01005044,287
E01005045,485
E01005046,220
E01005047,264
E01005048,285
E01005049,361
E01005050,508
E01005051,375
E01005052,304
E01005053,401
E01005054,385
E01005055,311
E01005056,284
E01005057,385
E01005058,253
E01005059,483
E01005060,376
E01005061,582
E01005062,1847
E01005063,553
E01005065,829
E01005066,1179
E01005067,502
E01005068,597
E01005069,397
E01005070,591
E01005071,522
E01005072,694
E01005073,446
E01005074,509
E01005075,448
E01005076,1029
E01005077,600
E01005078,829
E01005079,536
E01005081,758
E01005082,618
E01005083,1132
E01005084,814
E01005085,577
E01005086,635
E01005087,785
E01005088,563
E01005089,652
E01005090,559
E01005091,743
E01005092,588
E01005093,533
E01005094,498
E01005097,577
E01005098,525
E01005099,644
E01005100,513
E01005101,642
E01005102,484
E01005103,575
E01005104,688
E01005105,796
E01005106,665
E01005107,615
E01005108,876
E01005111,465
E01005112,524
E01005113,591
E01005114,414
E01005115,606
E01005116,727
E01005117,746
E01005118,318
E01005119,509
E01005120,532
E01005121,554
E01005122,609
E01005123,608
E01005124,665
E01005125,633
E01005126,721
E01005128,1437
E01005129,611
E01005130,707
E01005132,579
E01005133,630
E01005135,566
E01005136,517
E01005138,680
E01005139,555
E01005140,992
E01005141,675
E01005142,576
E01005143,677
E01005145,701
E01005146,644
E01005147,751
E01005149,425
E01005150,1282
E01005151,647
E01005152,570
E01005153,799
E01005154,875
E01005155,633
E01005156,692
E01005157,445
E01005158,701
E01005159,749
E01005160,481
E01005161,420
E01005162,479
E01005163,427
E01005164,572
E01005165,756
E01005166,503
E01005167,520
E01005168,385
E01005169,494
E01005170,423
E01005171,652
E01005172,715
E01005173,600
E01005174,485
E01005175,579
E01005176,1036
E01005177,492
E01005178,870
E01005179,1033
E01005180,712
E01005181,714
E01005182,584
E01005183,658
E01005184,1338
E01005185,3798
E01005186,752
E01005187,648
E01005188,528
E01005189,594
E01005190,666
E01005191,621
E01005192,546
E01005193,647
E01005194,719
E01005195,643
E01005196,766
E01005197,559
E01005198,521
E01005199,719
E01005200,661
E01005201,689
E01005202,616
E01005203,758
E01005205,740
E01005206,619
E01005207,754
E01005208,1377
E01005209,1896
E01005210,2730
E01005212,1610
E01005213,1241
E01005214,1408
E01005215,587
E01005216,519
E01005217,536
E01005218,720
E01005219,974
E01005220,630
E01005221,788
E01005222,831
E01005223,434
E01005224,614
E01005225,598
E01005226,530
E01005227,581
E01005228,645
E01005229,468
E01005230,1209
E01005231,2140
E01005232,562
E01005233,669
E01005234,563
E01005235,587
E01005236,990
E01005237,607
E01005238,572
E01005239,533
E01005240,918
E01005241,1097
E01005242,1065
E01005243,945
E01005244,1844
E01005245,768
E01005246,641
E01005247,463
E01005248,374
E01005249,638
E01005250,609
E01005251,567
E01005252,629
E01005253,536
E01005254,543
E01005255,606
E01005256,774
E01005257,680
E01005258,608
E01005259,610
E01005260,464
E01005261,601
E01005262,691
E01005263,600
E01005264,537
E01005265,574
E01005266,671
E01005267,474
E01005268,857
E01005269,404
E01005270,757
E01005271,1696
E01005272,625
E01005273,1203
E01005274,995
E01005275,1184
E01005276,1035
E01005277,889
E01005278,1023
E01005279,724
E01005280,587
E01005281,1903
E01005282,743
E01005283,1346
E01005284,2867
E01005285,585
E01005286,1443
E01005287,698
E01005288,1027
E01005289,568
E01005290,544
E01005291,510
E01005292,586
E01005293,362
E01005294,425
E01005295,960
E01005296,606
E01005297,966
E01005298,676
E01005299,533
E01005300,440
E01005301,588
E01005302,949
E01005304,1247
E01005305,888
E01005306,560
E01005307,1221
E01005308,754
E01005309,1875
E01005310,1396
E01005311,1087
E01005312,1488
E01005313,540
E01005314,541
E01005315,530
E01005316,600
E01005317,629
E01005318,665
E01005319,751
E01005320,452
E01005321,392
E01005322,424
E01005323,485
E01005324,503
E01005325,305
E01005326,635
E01005327,476
E01005328,416
E01005329,369
E01005330,402
E01005331,427
E01005332,720
E01005333,296
E01005334,354
E01005335,347
E01005336,328
E01005337,413
E01005338,372
E01005339,283
E01005340,407
E01005341,472
E01005342,356
E01005343,426
E01005344,505
E01005345,386
E01005346,387
E01005347,381
E01005348,416
E01005349,444
E01005350,611
E01005351,384
E01005352,287
E01005353,545
E01005354,417
E01005355,469
E01005356,319
E01005357,288
E01005358,513
E01005359,327
E01005360,310
E01005361,317
E01005362,400
E01005363,498
E01005364,412
E01005365,357
E01005366,429
E01005367,292
E01005368,574
E01005369,534
E01005370,424
E01005371,467
E01005372,338
E01005373,266
E01005374,388
E01005375,335
E01005376,409
E01005377,463
E01005378,451
E01005379,451
E01005380,456
E01005381,387
E01005382,451
E01005383,469
E01005386,441
E01005387,412
E01005388,376
E01005389,527
E01005390,310
E01005391,399
E01005392,446
E01005393,280
E01005394,352
E01005395,325
E01005396,332
E01005397,399
E01005398,430
E01005399,404
E01005400,417
E01005401,347
E01005402,386
E01005403,464
E01005406,280
E01005407,352
E01005408,388
E01005409,345
E01005410,278
E01005411,339
E01005412,371
E01005413,317
E01005414,259
E01005415,222
E01005416,311
E01005417,320
E01005418,356
E01005419,423
E01005420,433
E01005421,579
E01005422,485
E01005427,342
E01005428,336
E01005429,314
E01005430,465
E01005431,485
E01005432,498
E01005433,527
E01005434,423
E01005435,380
E01005436,395
E01005437,401
E01005438,617
E01005439,358
E01005440,376
E01005441,433
E01005442,310
E01005443,263
E01005444,421
E01005445,502
E01005446,362
E01005447,432
E01005448,505
E01005449,387
E01005450,394
E01005451,283
E01005452,304
E01005453,313
E01005454,363
E01005455,420
E01005456,579
E01005459,284
E01005460,460
E01005461,492
E01005462,444
E01005463,214
E01005464,508
E01005465,485
E01005466,820
E01005467,566
E01005468,322
E01005469,462
E01005470,394
E01005471,373
E01005472,464
E01005473,395
E01005474,270
E01005475,423
E01005476,430
E01005477,571
E01005478,423
E01005479,501
E01005480,413
E01005481,417
E01005482,909
E01005483,624
E01005484,661
E01005485,582
E01005486,393
E01005487,412
E01005488,328
E01005489,232
E01005490,650
E01005491,388
E01005492,300
E01005493,358
E01005494,454
E01005495,401
E01005496,454
E01005497,461
E01005498,477
E01005499,411
E01005500,427
E01005501,519
E01005502,460
E01005503,291
E01005504,473
E01005505,575
E01005506,421
E01005507,558
E01005508,416
E01005509,718
E01005510,243
E01005511,330
E01005512,479
E01005513,466
E01005514,473
E01005515,519
E01005516,319
E01005517,304
E01005518,400
E01005519,344
E01005520,478
E01005521,343
E01005522,462
E01005523,479
E01005524,452
E01005525,562
E01005526,504
E01005527,520
E01005528,448
E01005529,565
E01005530,294
E01005531,357
E01005532,460
E01005533,581
E01005534,470
E01005535,555
E01005536,538
E01005537,389
E01005538,492
E01005539,493
E01005540,417
E01005541,586
E01005542,432
E01005543,385
E01005544,369
E01005545,225
E01005546,366
E01005547,484
E01005548,439
E01005549,319
E01005550,294
E01005551,571
E01005552,742
E01005553,658
E01005554,333
E01005555,337
E01005556,429
E01005557,236
E01005558,475
E01005559,477
E01005560,387
E01005561,333
E01005562,416
E01005563,481
E01005564,468
E01005565,467
E01005566,634
E01005567,458
E01005568,468
E01005569,433
E01005570,287
E01005571,365
